text,emotion,bias/distortion,context,feedback/insight,behavioral_recommendation,progress_tracking,motivation,perception,habit,social_influence,attention,memory,trust,past_experience,decision_making,adaptive_behavior,identity,situational_trigger,cultural
"""Therapy hasn't 'fixed' me in 10 years - I'm fundamentally broken.""","defeat, resignation",dichotomous thinking,mental health,Treatment-resistant narrative,Explore new modalities,Symptom tracker,Healing,Progress as binary,Session skipping,Quick-fix culture,Monitoring stagnation,Past coping,Professional distrust,Medication fails,Holistic approach,Resignation,Patient identity,Diagnosis,Cure
"""My kid is addicted to drugs - I've failed as a parent.""","defeat, resignation",personalization,family,Familial helplessness,Attend Al-Anon meetings,Support log,Love,Control as lost,Enabling,Parent blame,Fixating on mistakes,Childhood moments,Parental distrust,Relapses,Detachment,Grief,Mother identity,Overdoses,Perfect parenting
"""I'm 40 with no savings - retirement is a fantasy now.""","defeat, resignation",catastrophizing,finance,Late-start paralysis,Meet with fiduciary for options,Budget tracker,Security,Time as enemy,Avoidance,FIRE movement,Focusing on peers,Past spending,Future distrust,Crises,Catch-up plan,Fatalism,Worker identity,Birthdays,American Dream
"""I changed my outfit five times before the party, terrified of being judged. What if everyone thinks I'm trying too hard or not enough?""","anxiety, approval-seeking","mind reading, magnification",social,Appearance anxiety driven by perceived judgment,Choose one comfortable outfit and commit,Social preparation,Acceptance motivation,Threat-focused social perception,Outfit changing ritual,Fashion judgment culture,Hyperfocus on appearance flaws,Selective recall of fashion missteps,Diminished trust in personal style,Similar past appearance anxieties,People-pleasing decisions,Difficulty asserting authentic presentation,"""Social chameleon"" identity",Social event situation,Perfect appearance standard
"""I laughed too loud at my boss's joke and now I'm obsessing. Did I sound fake? Were others judging my desperation to impress?""","anxiety, approval-seeking","personalization, mind reading",work,Social interaction overanalysis,Practice authentic reactions without post-analysis,Professional interactions,Approval motivation,Threat-focused self-perception,Social rumination pattern,Workplace hierarchy influence,Hyperfocus on perceived missteps,Selective recall of awkward moments,Diminished trust in social instincts,Similar past interaction anxieties,Overcompensation decisions,Difficulty accepting imperfect socializing,"""Eager-to-please employee"" identity",Work conversation situation,Flawless professional persona
"""I agreed to organize the office party despite being overwhelmed. Saying no might make them think I'm not a team player.""","anxiety, approval-seeking","should statements, catastrophizing",workplace,Boundary collapse from approval needs,Practice polite but firm refusal scripts,Boundary development,Belonging motivation,Threat-focused work perception,Overcommitment pattern,Workplace martyr culture,Hyperfocus on potential disapproval,Selective recall of rejection fears,Diminished trust in professional value,Similar past overcommitments,Self-sacrificing decisions,Difficulty prioritizing personal limits,"""Indispensable worker"" identity",Work request situation,Constant availability expectation
"""I spent hours crafting a 'casual' text to my crush. What if my punctuation seems too eager or my tone is off?""","anxiety, approval-seeking","magnification, mind reading",dating,Communication perfectionism,Set timer for brief composition then send,Romantic communication,Romantic approval motivation,Threat-focused interaction perception,Over-editing pattern,Dating game myths,Hyperfocus on textual nuances,Selective recall of dating miscommunications,Diminished trust in authentic expression,Similar past dating anxieties,Avoidance decisions,Difficulty maintaining natural communication,"""Insecure dater"" identity",Digital flirtation situation,Perfect text message ideal
"""I pretended to like the same music as my new friends. Now I panic they'll discover my true taste is 'uncool' and reject me.""","anxiety, approval-seeking","labeling, fortune telling",friendship,Authenticity suppression,Gradually introduce genuine interests,Social authenticity,Acceptance motivation,Threat-focused self-perception,People-pleasing pattern,Social conformity pressure,Hyperfocus on perceived differences,Selective recall of social rejections,Diminished trust in relational security,Similar past authenticity fears,Concealment decisions,Difficulty risking genuine self-disclosure,"""Fraudulent friend"" identity",Shared interest situation,Perfect compatibility myth
"""When my opinion differs from the group, I immediately back down. Conflict terrifies me - it's safer to just agree.""","anxiety, approval-seeking","catastrophizing, emotional reasoning",social,Opinion suppression,"Practice small, low-stakes disagreements",Assertiveness development,Harmony motivation,Threat-focused social perception,Compliance pattern,Conflict-avoidant culture,Hyperfocus on disagreement risks,Selective recall of past conflicts,Diminished trust in perspective value,Similar past confrontation anxieties,Self-silencing decisions,Difficulty tolerating healthy discord,"""Conflict-phobic"" identity",Group discussion situation,Constant agreement expectation
"""I obsessively check how many likes my post gets. Low engagement feels like public proof I'm uninteresting.""","anxiety, approval-seeking","personalization, mental filtering",social media,Validation-seeking behavior,Limit posting and checking frequency,Digital wellbeing,External validation motivation,Threat-focused online perception,Compulsive checking pattern,Social media metrics culture,Hyperfocus on engagement numbers,Selective recall of low-performance posts,Diminished trust in inherent worth,Similar past online validation needs,Attention-seeking decisions,Difficulty separating worth from metrics,"""Validation seeker"" identity",Posting situation,Viral content ideal
"""I rehearse simple requests endlessly. Asking 'pass the salt' at dinner could come out wrong and make everyone think I'm rude.""","anxiety, approval-seeking","magnification, mind reading",social,Communication hypervigilance,Practice unscripted small talk daily,Social confidence,Approval motivation,Threat-focused communication perception,Over-preparation pattern,Social perfectionism,Hyperfocus on verbal precision,Selective recall of speaking mishaps,Diminished trust in conversational ability,Similar past interaction anxieties,Avoidance decisions,Difficulty accepting natural speech,"""Social perfectionist"" identity",Casual conversation situation,Flawless articulation standard
"""I apologized seven times for being two minutes late. They probably think I'm neurotic now, which makes me want to apologize more.""","anxiety, approval-seeking","mind reading, emotional reasoning",social,Over-apologizing,Replace apologies with thanks when appropriate,Assertiveness training,Likability motivation,Threat-focused self-perception,Apology compulsion pattern,Politeness culture extremes,Hyperfocus on minor infractions,Selective recall of social mistakes,Diminished trust in social forgiveness,Similar past over-apology episodes,Self-diminishing decisions,Difficulty accepting human imperfection,"""Chronic apologizer"" identity",Minor delay situation,Perfect punctuality expectation
"""I need unanimous praise on work projects. One neutral comment outweighs ten positives - that person must have noticed I'm incompetent.""","anxiety, approval-seeking","mental filtering, disqualifying the positive",work,Perfectionistic approval-seeking,Celebrate specific achievements regardless of feedback,Professional confidence,Universal approval motivation,Threat-focused performance perception,Praise addiction pattern,Workplace perfection culture,Hyperfocus on critical feedback,Selective recall of negative comments,Diminished trust in professional skills,Similar past approval dependencies,Overwork decisions,Difficulty internalizing competence,"""Approval addict"" identity",Project review situation,Flawless performance ideal
"""After 50 job rejections, I'm convinced I'll never work again. My skills are obsolete and I'm too old to learn new ones.""","despair, self-doubt","overgeneralization, fortune telling",career,Prolonged job search exhaustion,Focus on skill-building rather than applications,Career transition,Employment motivation,Hopelessness-focused perception,Discouraged application pattern,Ageist workplace culture,Hyperfocus on rejections,Selective recall of professional failures,Diminished trust in employability,Similar past employment gaps,Avoidance decisions,Difficulty maintaining job search momentum,"""Unemployable"" identity",Job rejection situation,Linear career path ideal
"""My manuscript was rejected again. A real writer would have succeeded by now - this proves I'm deluding myself about having talent.""","despair, self-doubt","labeling, mental filtering",creative,Creative setback with core self-doubt,Separate work quality from personal worth,Artistic persistence,Creative fulfillment motivation,Failure-focused perception,Abandonment urges,Publishing industry gatekeeping,Hyperfocus on rejection,Selective recall of creative failures,Diminished trust in artistic voice,Similar past creative disappointments,Avoidance decisions,Difficulty maintaining creative practice,"""Failed writer"" identity",Rejection notice situation,Overnight success myth
